Tempo,Chroma_STFT_Mean,Spectral_Centroid_Mean
132.51201923076923,0.5043743,2609.7074682894713
126.04801829268293,0.6317671,2776.043771962533
126.04801829268293,0.55571824,2121.1726667500525
126.04801829268293,0.5081979,2952.9324818892337
126.04801829268293,0.6587871,2121.593711753015
